19.26,8.5,350000.0
27.336,8.1,12000000.0
58.871,8.0,9000000.0
26.184,7.8,60000000.0
36.792,8.2,2200000.0
12.372,7.7,1800000.0
47.786,8.1,11000000.0
11.044,8.2,1400000.0
10.859,7.8,1448864.0
14.289,8.0,18000000.0
30.208,8.0,15000000.0
29.874,8.4,20000000.0
24.056,7.6,2000000.0
11.085,7.9,2000000.0
11.927,7.8,4000000.0
23.989,8.3,31500000.0
7.482,7.6,1120175.0
59.895,8.3,19000000.0
10.895,8.0,11000000.0
67.134,7.7,150000000.0
81.158,7.7,25000000.0
17.31,8.0,2500000.0
37.864,7.8,15000000.0
36.055,7.6,13000000.0
35.004,7.9,28000000.0
36.974,7.9,72000000.0
13.325,7.6,6000000.0
19.355,8.2,878000.0
20.269,8.0,52000000.0
16.944,7.9,6000000.0
27.423,8.4,3300000.0
15.407,8.0,839727.0
14.867,8.3,1500000.0
10.744,7.8,3200000.0
64.174,7.7,28000000.0
111.607,7.4,30000000.0
86.979,8.1,100000000.0
15.348,7.8,1800000.0
25.416,7.8,6000000.0
9.788,8.2,927262.0
16.987,8.1,1800000.0
37.374,7.7,19000000.0
50.95,8.1,20000000.0
10.329,7.8,6000000.0
16.305,7.9,7000000.0
8.064,7.8,1300000.0
49.177,8.4,63000000.0
91.734,7.8,94000000.0
53.537,8.5,55000000.0
34.85,8.1,30000000.0
12.985,7.5,22000000.0
55.116,8.2,103000000.0
46.838,8.0,4000000.0
44.406,8.1,10000000.0
32.147,8.5,25000000.0
27.417,8.0,33000000.0
23.84,7.6,14600000.0
255.519,8.1,125000000.0
8.191,7.7,0.0
31.39,7.9,60000000.0
9.84,7.7,730000.0
11.585,7.7,17500000.0
62.372,7.8,165000000.0
33.334,8.5,1200000.0
12.631,7.9,13000000.0
11.675,8.1,10000000.0
180.519,8.4,160000000.0
33.214,7.8,48000000.0
9.048,7.8,125000.0
120.965,8.2,70000000.0
18.66,7.8,15000000.0
101.99,8.3,13000000.0
8.351,7.9,325000.0
65.252,8.3,3180000.0
16.14,8.1,3800000.0
51.355,7.6,7000000.0
29.854,7.9,63000000.0
27.993,7.9,1000000.0
40.572,8.0,30000000.0
16.909,7.8,35000000.0
25.817,8.0,15000000.0
38.932,7.4,120000000.0
8.044,8.2,1350000.0
9.251,8.1,0.0
7.994,7.9,8240000.0
25.403,8.2,9000000.0
16.104,8.2,1300000.0
25.386,8.0,30000000.0
13.609,8.3,1500000.0
39.934,8.4,26500000.0
141.392,7.8,115000000.0
15.941,7.8,400000.0
16.668,7.8,4000000.0
11.746,8.0,1500000.0
18.898,7.7,25000000.0
8.581,7.9,3800000.0
30.276,7.9,25000000.0
14.132,8.0,4000000.0
10.322,7.8,1000000.0
16.407,8.5,5000000.0
8.722,8.0,910000.0
25.76,8.4,30000000.0
20.909,8.4,3000000.0
13.288,7.9,12000000.0
14.088,8.3,935000.0
17.21,7.9,200000.0
11.279,8.3,0.0
113.839,7.8,140000000.0
25.253,7.7,6000000.0
25.996,8.4,806947.0
54.716,8.5,8000000.0
13.205,8.0,18000000.0
35.266,7.9,18000000.0
19.223,7.8,25000000.0
10.651,8.1,11500005.0
118.457,7.8,150000000.0
21.845,8.4,1000000.0
12.316,7.9,1288000.0
11.553,8.0,4500000.0
27.302,8.2,1200000.0
41.798,7.8,1000000.0
11.234,7.9,1500000.0
12.513,8.0,1500000.0
16.146,7.8,3200000.0
54.425,8.2,70000000.0
50.743,8.2,25000000.0
45.741,8.6,22000000.0
40.509,8.3,33000000.0
59.252,8.2,80000000.0
23.871,7.4,40000000.0
24.454,8.2,2540800.0
6.807,7.7,0.0
20.654,7.7,15000000.0
26.425,7.8,10000000.0
22.525,8.2,2883848.0
14.721,7.9,8000000.0
188.595,7.4,150000000.0
30.065,7.9,32350000.0
11.174,7.7,1200000.0
11.476,8.4,1752000.0
9.845,8.0,2600000.0
35.223,8.2,1300000.0
56.463,8.1,102000000.0
12.33,8.2,3000000.0
13.089,7.4,15000000.0
468.816,7.7,220000000.0
8.263,7.8,2100000.0
20.195,7.9,15000000.0
8.955,7.7,1600000.0
20.868,7.4,70000000.0
13.641,7.8,3000000.0
79.522,8.5,185000000.0
13.987,8.0,15000000.0
32.562,8.2,90000000.0
12.455,8.1,5000000.0
93.776,7.7,8000000.0
10.093,8.1,750000.0
68.226,8.7,6000000.0
13.358,8.0,923000.0
12.802,7.7,3000000.0
10.253,7.9,800000.0
16.95,8.4,2000000.0
17.144,8.0,4000000.0
51.229,8.5,60000000.0
149.531,7.3,250000000.0
10.076,7.8,2000000.0
12.366,8.2,250000.0
9.451,7.7,320000.0
17.406,7.7,15000000.0
157.559,8.3,45000000.0
149.356,8.4,79000000.0
13.239,7.8,375000.0
10.503,7.8,3200000.0
10.222,7.7,2200000.0
697.131,8.2,63000000.0
7.484,7.9,795000.0
34.355,8.4,35000000.0
32.927,8.2,40000000.0
12.701,7.6,16000000.0
70.065,8.7,25000000.0
65.5,8.2,19000000.0
12.873,8.3,19000000.0
37.154,7.9,40000000.0
10.649,8.0,5500000.0
49.16,7.6,6400000.0
47.123,8.0,15000000.0
10.342,8.0,0.0
12.015,8.0,3800000.0
33.535,8.1,60000000.0
18.347,7.8,25000000.0
24.488,8.2,6000000.0
9.559,7.7,6244087.0
56.179,7.6,2777000.0
17.619,8.1,25000000.0
10.058,8.0,2000000.0
52.389,8.1,3700000.0
11.099,7.8,829000.0
149.083,8.0,30000000.0
22.595,8.0,4000000.0
14.018,8.0,0.0
